program_name,attempt_number,provider,model,start_time,end_time,duration_seconds,prompt_summary,llm_output,parsed_rf,check_status,counterexample,tokens_used,empty_output_reason
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,3,openrouter,openai/gpt-5-mini,2026-03-16T05:43:06.511920,2026-03-16T05:44:18.001697,71.489777,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(255 - x) - ReLU(254 - x), ReLU(254 - x)]","[ReLU(255 - x) - ReLU(254 - x), ReLU(254 - x)]",NO,"{
  ""x"": 253
}",7473,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,4,openrouter,openai/gpt-5-mini,2026-03-16T05:44:21.299589,2026-03-16T05:46:04.252144,102.952555,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-x), ReLU(255 - x)]","[ReLU(-x), ReLU(255 - x)]",NO,"{
  ""x"": 3
}",8939,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,5,openrouter,openai/gpt-5-mini,2026-03-16T05:46:07.653983,2026-03-16T05:46:52.264005,44.610022,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(255 - x - d), ReLU(x + d)]","[ReLU(255 - x - d), ReLU(x + d)]",NO,"{
  ""x"": 253
}",5737,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,6,openrouter,openai/gpt-5-mini,2026-03-16T05:46:55.680010,2026-03-16T05:47:59.354125,63.674115,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1 + -1*d), ReLU(-2*x + 510)]","[ReLU(1 + -1*d), ReLU(-2*x + 510)]",NO,"{
  ""x"": 1
}",6637,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,7,openrouter,openai/gpt-5-mini,2026-03-16T05:48:02.851131,2026-03-16T05:49:31.145349,88.294218,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(d), ReLU(255 - x)]","[ReLU(d), ReLU(255 - x)]",NO,"{
  ""x"": 1
}",8347,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,8,openrouter,openai/gpt-5-mini,2026-03-16T05:49:35.839635,2026-03-16T05:50:32.562955,56.72332,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1 + -1*x), ReLU(255 + -1*x)]","[ReLU(1 + -1*x), ReLU(255 + -1*x)]",NO,"{
  ""x"": 3
}",6001,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,9,openrouter,openai/gpt-5-mini,2026-03-16T05:50:35.110468,2026-03-16T05:51:56.994418,81.88395,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[2*ReLU(255 - x) + ReLU(-x), ReLU(x)]","[2*ReLU(255 - x) + ReLU(-x), ReLU(x)]",NO,"{
  ""x"": 3
}",7783,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,10,openrouter,openai/gpt-5-mini,2026-03-16T05:52:01.172897,2026-03-16T05:53:25.988133,84.815236,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",NO_RELU_SOLUTION,,NO_RELU_SOLUTION,,8260,
LarrazOliverasRodriguezCarbonellRubioFMCAD2013Fig1,1,openrouter,openai/gpt-5-mini,2026-03-16T05:53:26.014749,2026-03-16T05:53:59.051203,33.036454,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + z + 20001), ReLU(z - y)]","[ReLU(x + z + 20001), ReLU(z - y)]",YES,,3935,
LeikeHeizmannTACAS2014Ex1,1,openrouter,openai/gpt-5-mini,2026-03-16T05:54:04.030460,2026-03-16T05:54:10.082741,6.052281,"vars=['q', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(q)],[ReLU(q)],YES,,2009,
LeikeHeizmannTACAS2014Ex9,1,openrouter,openai/gpt-5-mini,2026-03-16T05:54:14.085517,2026-03-16T05:54:35.833275,21.747758,"vars=['p', 'q'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q), ReLU(p)]","[ReLU(q), ReLU(p)]",YES,,3109,
LeikeHeizmannWST2014Ex9,1,openrouter,openai/gpt-5-mini,2026-03-16T05:54:39.448292,2026-03-16T05:54:49.809231,10.360939,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,1910,
PodelskiRybalchenkoLICS2004Fig1,1,openrouter,openai/gpt-5-mini,2026-03-16T05:54:54.720230,2026-03-16T05:55:16.271451,21.551221,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(x - y)]","[ReLU(x), ReLU(x - y)]",YES,,3605,
PodelskiRybalchenkoTACAS2011Fig1,1,openrouter,openai/gpt-5-mini,2026-03-16T05:55:19.867324,2026-03-16T05:55:30.386733,10.519409,"vars=['y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y + 1)],[ReLU(y + 1)],YES,,2269,
PodelskiRybalchenkoTACAS2011Fig2,1,openrouter,openai/gpt-5-mini,2026-03-16T05:55:34.076328,2026-03-16T05:56:12.726935,38.650607,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(x - y)]","[ReLU(x + 1), ReLU(x - y)]",YES,,4436,
PodelskiRybalchenkoTACAS2011Fig4,1,openrouter,openai/gpt-5-mini,2026-03-16T05:56:16.693091,2026-03-16T05:56:24.903706,8.210615,"vars=['x', 'y', 'a', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",YES,,2196,
UrbanWST2013Fig2modified1000,1,openrouter,openai/gpt-5-mini,2026-03-16T05:56:28.692601,2026-03-16T05:56:46.648903,17.956302,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10 - x), ReLU(y - 1)]","[ReLU(10 - x), ReLU(y - 1)]",YES,,2923,
UrbanWST2013Fig2,1,openrouter,openai/gpt-5-mini,2026-03-16T05:56:50.998972,2026-03-16T05:57:11.795422,20.79645,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10 - x), ReLU(y - 1)]","[ReLU(10 - x), ReLU(y - 1)]",YES,,2798,
UrbanMineESOP2014Fig3,1,openrouter,openai/gpt-5-mini,2026-03-16T05:57:16.221893,2026-03-16T05:58:34.374892,78.152999,"vars=['x', 'y', 'a', 'b', 'c', 'd'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y), ReLU(x)+ReLU(-x)]","[ReLU(y), ReLU(x)+ReLU(-x)]",NO,"{
  ""a"": 1,
  ""b"": 2,
  ""c"": 0,
  ""d"": 1,
  ""x"": 0,
  ""y"": 0
}",8282,
UrbanMineESOP2014Fig3,2,openrouter,openai/gpt-5-mini,2026-03-16T05:58:38.752978,2026-03-16T06:00:22.970723,104.217745,"vars=['x', 'y', 'a', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y - b), ReLU(y), ReLU(x) + ReLU(-x)]","[ReLU(y - b), ReLU(y), ReLU(x) + ReLU(-x)]",NO,"{
  ""a"": 1,
  ""b"": 2,
  ""c"": 0,
  ""d"": 1,
  ""x"": 0,
  ""y"": 0
}",10452,
UrbanMineESOP2014Fig3,3,openrouter,openai/gpt-5-mini,2026-03-16T06:00:27.934298,2026-03-16T06:00:51.206316,23.272018,"vars=['x', 'y', 'a', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - 1), ReLU(y - 1)]","[ReLU(x - 1), ReLU(y - 1)]",NO,"{
  ""a"": 1,
  ""b"": 0,
  ""c"": 0,
  ""d"": 0,
  ""x"": 0,
  ""y"": 0
}",3733,
UrbanMineESOP2014Fig3,4,openrouter,openai/gpt-5-mini,2026-03-16T06:00:55.183043,2026-03-16T06:01:54.511731,59.328688,"vars=['x', 'y', 'a', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-1*x), ReLU(1*x), ReLU(1*y)]","[ReLU(-1*x), ReLU(1*x), ReLU(1*y)]",YES,,6858,
aviad,1,openrouter,openai/gpt-5-mini,2026-03-16T06:01:58.386400,2026-03-16T06:02:13.329151,14.942751,"vars=['a', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(a - 1)],[ReLU(a - 1)],YES,,2453,
genady,1,openrouter,openai/gpt-5-mini,2026-03-16T06:02:17.204702,2026-03-16T06:02:26.876860,9.672158,"vars=['i'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(i - j)],[ReLU(i - j)],YES,,2383,
B2Nested1,1,openrouter,openai/gpt-5-mini,2026-03-16T06:02:30.313365,2026-03-16T06:04:10.362554,100.049189,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 65535*y + 4294836225)],[ReLU(x + 65535*y + 4294836225)],ERROR,,8912,
B2Nested1,2,openrouter,openai/gpt-5-mini,2026-03-16T06:04:13.534141,2026-03-16T06:04:57.868398,44.334257,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y + 200000)],[ReLU(y + 200000)],YES,,4659,
B4BitCounterPointer,1,openrouter,openai/gpt-5-mini,2026-03-16T06:05:01.081187,2026-03-16T06:05:31.054751,29.973564,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(-1*a + -2*b + -4*c + -8*d + 8)],[ReLU(-1*a + -2*b + -4*c + -8*d + 8)],NO,"{
  ""x"": 0,
  ""y"": 0
}",3012,
B4BitCounterPointer,2,openrouter,openai/gpt-5-mini,2026-03-16T06:05:34.338619,2026-03-16T06:05:53.594136,19.255517,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(7 - 4*c - 2*b - a)],[ReLU(7 - 4*c - 2*b - a)],NO,"{
  ""x"": 0,
  ""y"": 0
}",3545,
B4BitCounterPointer,3,openrouter,openai/gpt-5-mini,2026-03-16T06:05:58.343020,2026-03-16T06:06:35.699071,37.356051,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1 - 1*d), ReLU(7 - (4*c + 2*b + 1*a))]","[ReLU(1 - 1*d), ReLU(7 - (4*c + 2*b + 1*a))]",NO,"{
  ""x"": 0,
  ""y"": 0
}",4541,
B4BitCounterPointer,4,openrouter,openai/gpt-5-mini,2026-03-16T06:06:39.230239,2026-03-16T06:06:59.819565,20.589326,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(8 - a - 2*b - 4*c - 8*d)],[ReLU(8 - a - 2*b - 4*c - 8*d)],NO,"{
  ""x"": 0,
  ""y"": 0
}",4095,
B4BitCounterPointer,5,openrouter,openai/gpt-5-mini,2026-03-16T06:07:04.530798,2026-03-16T06:07:31.792516,27.261718,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(8 - 1*a - 2*b - 4*c - 8*d)],[ReLU(8 - 1*a - 2*b - 4*c - 8*d)],NO,"{
  ""x"": 0,
  ""y"": 0
}",3698,
B4BitCounterPointer,6,openrouter,openai/gpt-5-mini,2026-03-16T06:07:35.556873,2026-03-16T06:08:10.006566,34.449693,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1 - 1*d), ReLU(7 - (1*a + 2*b + 4*c))]","[ReLU(1 - 1*d), ReLU(7 - (1*a + 2*b + 4*c))]",NO,"{
  ""x"": 0,
  ""y"": 0
}",4275,
B4BitCounterPointer,7,openrouter,openai/gpt-5-mini,2026-03-16T06:08:14.610728,2026-03-16T06:08:36.349594,21.738866,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(8 - 1*a - 2*b - 4*c - 8*d)],[ReLU(8 - 1*a - 2*b - 4*c - 8*d)],NO,"{
  ""x"": 0,
  ""y"": 0
}",3349,
B4BitCounterPointer,8,openrouter,openai/gpt-5-mini,2026-03-16T06:08:40.065518,2026-03-16T06:09:23.011714,42.946196,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(15 - 1*a - 2*b - 4*c - 8*d)],[ReLU(15 - 1*a - 2*b - 4*c - 8*d)],NO,"{
  ""x"": 0,
  ""y"": 0
}",4324,
B4BitCounterPointer,9,openrouter,openai/gpt-5-mini,2026-03-16T06:09:26.712008,2026-03-16T06:09:54.158066,27.446058,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(8 - a - 2*b - 4*c - 8*d)],[ReLU(8 - a - 2*b - 4*c - 8*d)],NO,"{
  ""x"": 0,
  ""y"": 0
}",3657,
B4BitCounterPointer,10,openrouter,openai/gpt-5-mini,2026-03-16T06:09:58.683468,2026-03-16T06:11:02.620325,63.936857,"vars=['x', 'y', 'b', 'c', 'd'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1 - d), ReLU(1 - c), ReLU(1 - b), ReLU(1 - a)]","[ReLU(1 - d), ReLU(1 - c), ReLU(1 - b), ReLU(1 - a)]",YES,,4663,
B4NestedWith3Variables1,1,openrouter,openai/gpt-5-mini,2026-03-16T06:11:07.554042,2026-03-16T06:11:40.053620,32.499578,"vars=['q', 'a', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(q)],[ReLU(q)],NO,"{
  ""q"": 1,
  ""a"": 1,
  ""b"": 0
}",2906,
B4NestedWith3Variables1,2,openrouter,openai/gpt-5-mini,2026-03-16T06:11:44.469889,2026-03-16T06:13:45.437055,120.967166,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(10*q - a - 2*b)],[ReLU(10*q - a - 2*b)],NO,"{
  ""q"": 1,
  ""a"": 8,
  ""b"": 6
}",7671,
B4NestedWith3Variables1,3,openrouter,openai/gpt-5-mini,2026-03-16T06:13:47.763193,2026-03-16T06:14:52.126013,64.36282,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10*q - a - 2*b), ReLU(-a), ReLU(-b)]","[ReLU(10*q - a - 2*b), ReLU(-a), ReLU(-b)]",NO,"{
  ""q"": 1,
  ""a"": 9,
  ""b"": 1
}",6402,
B4NestedWith3Variables1,4,openrouter,openai/gpt-5-mini,2026-03-16T06:14:59.659455,2026-03-16T06:15:29.294672,29.635217,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-a), ReLU(q) + ReLU(-b)]","[ReLU(-a), ReLU(q) + ReLU(-b)]",NO,"{
  ""q"": 1,
  ""a"": 5,
  ""b"": 3
}",4198,
B4NestedWith3Variables1,5,openrouter,openai/gpt-5-mini,2026-03-16T06:15:32.552116,2026-03-16T06:16:00.776232,28.224116,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a - b), ReLU(q)]","[ReLU(a - b), ReLU(q)]",NO,"{
  ""q"": 0,
  ""a"": 0,
  ""b"": 0
}",4212,
B4NestedWith3Variables1,6,openrouter,openai/gpt-5-mini,2026-03-16T06:16:05.104090,2026-03-16T06:18:25.181638,140.077548,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(10*q - a - 2*b)],[ReLU(10*q - a - 2*b)],NO,"{
  ""q"": 1,
  ""a"": 8,
  ""b"": 6
}",12044,
B4NestedWith3Variables1,7,openrouter,openai/gpt-5-mini,2026-03-16T06:18:26.765497,2026-03-16T06:19:18.219401,51.453904,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(524287 - a), ReLU(q)]","[ReLU(524287 - a), ReLU(q)]",NO,"{
  ""q"": 1,
  ""a"": 524288,
  ""b"": 262144
}",4777,
B4NestedWith3Variables1,8,openrouter,openai/gpt-5-mini,2026-03-16T06:19:21.560469,2026-03-16T06:20:58.333909,96.77344,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10*q - a - 2*b + 1048576), ReLU(q)]","[ReLU(10*q - a - 2*b + 1048576), ReLU(q)]",NO,"{
  ""q"": 1,
  ""a"": 419436,
  ""b"": 314577
}",8290,
B4NestedWith3Variables1,9,openrouter,openai/gpt-5-mini,2026-03-16T06:21:02.131217,2026-03-16T06:21:46.236287,44.10507,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(10*q - a - 2*b + 1572852)],[ReLU(10*q - a - 2*b + 1572852)],NO,"{
  ""q"": 1,
  ""a"": 629148,
  ""b"": 471861
}",4863,
B4NestedWith3Variables1,10,openrouter,openai/gpt-5-mini,2026-03-16T06:21:49.873187,2026-03-16T06:23:41.728478,111.855291,"vars=['q', 'a', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(10*q - 1*a - 2*b + 1572860)],[ReLU(10*q - 1*a - 2*b + 1572860)],NO,"{
  ""q"": 1,
  ""a"": 629152,
  ""b"": 471864
}",8974,
Bangalore2,1,openrouter,openai/gpt-5-mini,2026-03-16T06:23:45.224847,2026-03-16T06:24:02.963307,17.73846,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y),ReLU(x+1)]","[ReLU(y),ReLU(x+1)]",YES,,2777,
Bangalorev4,1,openrouter,openai/gpt-5-mini,2026-03-16T06:24:06.601868,2026-03-16T06:24:23.646633,17.044765,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x+1)],[ReLU(x+1)],YES,,2551,
Benghazi,1,openrouter,openai/gpt-5-mini,2026-03-16T06:24:27.069053,2026-03-16T06:24:52.662786,25.593733,"vars=['x', 'e', 'o'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",3413,
Benghazi,2,openrouter,openai/gpt-5-mini,2026-03-16T06:24:56.402494,2026-03-16T06:25:31.302794,34.9003,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",4074,
Benghazi,3,openrouter,openai/gpt-5-mini,2026-03-16T06:25:34.481290,2026-03-16T06:26:32.486332,58.005042,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(148 - d - e)]","[ReLU(x), ReLU(148 - d - e)]",NO,"{
  ""x"": 0
}",5899,
Benghazi,4,openrouter,openai/gpt-5-mini,2026-03-16T06:26:36.168313,2026-03-16T06:28:04.085737,87.917424,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 36*d + 36*e)],[ReLU(x + 36*d + 36*e)],NO,"{
  ""x"": 0
}",7653,
Benghazi,5,openrouter,openai/gpt-5-mini,2026-03-16T06:28:07.718051,2026-03-16T06:28:40.138906,32.420855,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x+1)],[ReLU(x+1)],NO,"{
  ""x"": 0
}",3766,
Benghazi,6,openrouter,openai/gpt-5-mini,2026-03-16T06:28:43.790693,2026-03-16T06:29:19.628983,35.83829,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",3586,
Benghazi,7,openrouter,openai/gpt-5-mini,2026-03-16T06:29:22.839048,2026-03-16T06:29:57.010667,34.171619,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",4147,
Benghazi,8,openrouter,openai/gpt-5-mini,2026-03-16T06:30:01.409363,2026-03-16T06:30:26.421075,25.011712,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 73)],[ReLU(x + 73)],NO,"{
  ""x"": 0
}",3364,
Benghazi,9,openrouter,openai/gpt-5-mini,2026-03-16T06:30:29.651934,2026-03-16T06:31:40.894419,71.242485,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*x + 36*d + 36*e)],[ReLU(1*x + 36*d + 36*e)],NO,"{
  ""x"": 0
}",6753,
Benghazi,10,openrouter,openai/gpt-5-mini,2026-03-16T06:31:44.758847,2026-03-16T06:32:44.516673,59.757826,"vars=['x', 'e', 'o'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*x + 1*e + 0)],[ReLU(1*x + 1*e + 0)],NO,"{
  ""x"": 0
}",5137,
Benghazinondet2,1,openrouter,openai/gpt-5-mini,2026-03-16T06:32:49.847176,2026-03-16T06:34:20.022860,90.175684,"vars=['x', 'd', 'e'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(3145725 - d - e - o), ReLU(x)]","[ReLU(3145725 - d - e - o), ReLU(x)]",NO,"{
  ""d"": 0,
  ""e"": 3145722,
  ""x"": 0
}",7266,
Benghazinondet2,2,openrouter,openai/gpt-5-mini,2026-03-16T06:34:24.224748,2026-03-16T06:35:47.651531,83.426783,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(3145725 + -1*d + -1*e), ReLU(1*x)]","[ReLU(3145725 + -1*d + -1*e), ReLU(1*x)]",NO,"{
  ""d"": 0,
  ""e"": 3145726,
  ""x"": 0
}",8001,
Benghazinondet2,3,openrouter,openai/gpt-5-mini,2026-03-16T06:35:50.947120,2026-03-16T06:36:57.912711,66.965591,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(1048576 - d) + ReLU(1048576 - e)]","[ReLU(x), ReLU(1048576 - d) + ReLU(1048576 - e)]",NO,"{
  ""d"": 0,
  ""e"": 0,
  ""x"": 0
}",6594,
Benghazinondet2,4,openrouter,openai/gpt-5-mini,2026-03-16T06:37:01.484573,2026-03-16T06:37:37.683360,36.198787,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1*x), ReLU(-1*d + 1048575)]","[ReLU(1*x), ReLU(-1*d + 1048575)]",NO,"{
  ""d"": 0,
  ""e"": 0,
  ""x"": 0
}",4299,
Benghazinondet2,5,openrouter,openai/gpt-5-mini,2026-03-16T06:37:39.758877,2026-03-16T06:39:46.513460,126.754583,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(1 - d)]","[ReLU(x + 1), ReLU(1 - d)]",NO,"{
  ""d"": 0,
  ""e"": 0,
  ""x"": 0
}",11331,
Benghazinondet2,6,openrouter,openai/gpt-5-mini,2026-03-16T06:39:50.012191,2026-03-16T06:41:26.452246,96.440055,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-d - e + 1), ReLU(x)]","[ReLU(-d - e + 1), ReLU(x)]",NO,"{
  ""d"": 0,
  ""e"": 2,
  ""x"": 0
}",9593,
Benghazinondet2,7,openrouter,openai/gpt-5-mini,2026-03-16T06:41:30.020637,2026-03-16T06:42:29.904471,59.883834,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(e - 1), ReLU(2 - d)]","[ReLU(x), ReLU(e - 1), ReLU(2 - d)]",NO,"{
  ""d"": 0,
  ""e"": 0,
  ""x"": 0
}",5910,
Benghazinondet2,8,openrouter,openai/gpt-5-mini,2026-03-16T06:42:33.422164,2026-03-16T06:43:23.402574,49.98041,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(1 - d)]","[ReLU(x), ReLU(1 - d)]",NO,"{
  ""d"": 0,
  ""e"": 0,
  ""x"": 0
}",4951,
Benghazinondet2,9,openrouter,openai/gpt-5-mini,2026-03-16T06:43:26.587425,2026-03-16T06:44:19.529731,52.942306,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(1 - d)]","[ReLU(x), ReLU(1 - d)]",NO,"{
  ""d"": 0,
  ""e"": 0,
  ""x"": 0
}",5436,
Benghazinondet2,10,openrouter,openai/gpt-5-mini,2026-03-16T06:44:23.109194,2026-03-16T06:44:53.377919,30.268725,"vars=['x', 'd', 'e'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - 1), ReLU(1 - d)]","[ReLU(x - 1), ReLU(1 - d)]",NO,"{
  ""d"": 0,
  ""e"": 0,
  ""x"": 0
}",4022,
Cairo,1,openrouter,openai/gpt-5-mini,2026-03-16T06:44:56.643209,2026-03-16T06:45:01.226375,4.583166,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,1801,
Cairostep21,1,openrouter,openai/gpt-5-mini,2026-03-16T06:45:06.094829,2026-03-16T06:45:22.304024,16.209195,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,2163,
Collatzbounded,1,openrouter,openai/gpt-5-mini,2026-03-16T06:45:25.945344,2026-03-16T06:46:24.986960,59.041616,"vars=['y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1 - y), ReLU(113383 - y)]","[ReLU(1 - y), ReLU(113383 - y)]",NO,"{
  ""y"": 2
}",5254,
Collatzbounded,2,openrouter,openai/gpt-5-mini,2026-03-16T06:46:31.097810,2026-03-16T06:47:10.262683,39.164873,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y-1), ReLU(113383 - y)]","[ReLU(y-1), ReLU(113383 - y)]",NO,"{
  ""y"": 113385
}",4678,
Collatzbounded,3,openrouter,openai/gpt-5-mini,2026-03-16T06:47:14.003400,2026-03-16T06:48:17.205398,63.201998,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y-2), ReLU(113383 - y)]","[ReLU(y-2), ReLU(113383 - y)]",NO,"{
  ""y"": 113385
}",5610,
Collatzbounded,4,openrouter,openai/gpt-5-mini,2026-03-16T06:48:20.823689,2026-03-16T06:49:20.725533,59.901844,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(113383 - y), ReLU(y - 1)]","[ReLU(113383 - y), ReLU(y - 1)]",NO,"{
  ""y"": 113384
}",5756,
Collatzbounded,5,openrouter,openai/gpt-5-mini,2026-03-16T06:49:24.448224,2026-03-16T06:50:53.631386,89.183162,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(340148 - 1*y)-ReLU(1*y - 1)],[ReLU(340148 - 1*y)-ReLU(1*y - 1)],NO,"{
  ""y"": 340146
}",7738,
