caseName,candidateFunction,executionStatus,verificationStatus,conclusion,counterexample,message
McCarthyIterative#loop,[ ReLU(c) ],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0
}",Checker completed: candidate function could not prove termination.
MinusBuiltIn#loop,[ReLU(2147483647 - x) + ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
MinusUserDefined#loop,[ ReLU(x) + ReLU(y) ],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0,
  ""y"": 0
}",Checker completed: candidate function could not prove termination.
Nested2#loop,"[ReLU(10 - i), ReLU(12 - j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaA1#loop,"[ReLU(x), ReLU(x - y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaA10#loop,[ReLU(x - y) + ReLU(y - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaA4#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaA7#loop,[ReLU(x - y - 1) + ReLU(x - z - 1)],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 2,
  ""y"": 0,
  ""z"": 0
}",Checker completed: candidate function could not prove termination.
PastaB1#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaB14#loop,"[ReLU(x) + ReLU(y), ReLU(x - y) + ReLU(y - x)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaB15#loop,[ ReLU(x - z) + ReLU(y - z) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaB16#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaB17#loop,"[ ReLU(x - z) + ReLU(y - z), ReLU(y - z) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaB2#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaB4#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaB6#loop,[ReLU(x) + ReLU(y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaB7#loop,[ReLU(x - z) + ReLU(y - z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
PastaC3#loop,[ ReLU(y - x) ],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0,
  ""y"": 1,
  ""z"": 0
}",Checker completed: candidate function could not prove termination.
PastaC7#loop,"[ReLU(100 - i) + ReLU(k - j - 1), ReLU(k - 1)]",COMPLETED,NOT_PROVED,NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0
}",Checker completed: candidate function could not prove termination.
PastaC9#loop,[ReLU(x) + ReLU(y)],COMPLETED,NOT_PROVED,NO,"{
  ""r"": 0,
  ""x"": 0,
  ""y"": 0,
  ""r1"": 2
}",Checker completed: candidate function could not prove termination.
Sequence#loop,"[ReLU(100 - i), ReLU(21 - j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
WhileDecr#loop,[ReLU(i - 6)],COMPLETED,NOT_PROVED,NO,"{
  ""i"": 0
}",Checker completed: candidate function could not prove termination.
a01#loop,"[ ReLU(x-1), ReLU(x-y) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
a04#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
a05#loop,[ReLU(2147483647 - y) + ReLU(x - y - 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
a06#loop,[ ReLU(2147483647 - y) + ReLU(2147483647 - z) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
a07#loop,[ ReLU(x - y) + ReLU(x - z) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
a08#loop,[ReLU(2147483647 - x) + ReLU(y - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
a09assume#loop,[ ReLU(2147483647 - z) + ReLU(y) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
a10#loop,[ReLU(x - y) + ReLU(y - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b01#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b02#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b03noinvassume#loop,[ ReLU(2147483647 - x - y) ],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 1073741824,
  ""y"": 1073741823
}",Checker completed: candidate function could not prove termination.
b03assume#loop,[ReLU(2147483647 - x - y) + ReLU(x - y - 1)],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 1073741824,
  ""y"": 0
}",Checker completed: candidate function could not prove termination.
b04#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b05#loop,"[ReLU(x), ReLU(1073741824 - t) + ReLU(t + 1073741824) + ReLU(2*t - x) + ReLU(x - 2*t)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b06#loop,[ ReLU(x) + ReLU(y) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b07#loop,[ ReLU(x - z) + ReLU(y - z) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b09noinvassume#loop,[ReLU(x) + ReLU(y - x)],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 1,
  ""y"": 2
}",Checker completed: candidate function could not prove termination.
b09assume#loop,[ ReLU(y) + ReLU(x - y) + ReLU(x) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b10#loop,[ReLU(x) + ReLU(y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b11#loop,[ReLU(2147483647 - x - y) + ReLU(x - y) + ReLU(y - x)],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 1073741823,
  ""y"": 1073741823
}",Checker completed: candidate function could not prove termination.
b12#loop,[ ReLU(x) + ReLU(y) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b13#loop,[ ReLU(x - z) + ReLU(y - z) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b14#loop,[ ReLU(x) + ReLU(y) + ReLU(c) ],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0,
  ""y"": 0
}",Checker completed: candidate function could not prove termination.
b15#loop,"[ReLU(x - z) + ReLU(y - z), ReLU(x - y) + ReLU(y - x)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b16#loop,[ ReLU(x) + ReLU(y) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b17#loop,"[ReLU(x - z) + ReLU(y - z), ReLU(y - z)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
b18#loop,[ReLU(x) + ReLU(y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
c01noinv#loop,"[ReLU(x), ReLU(y - 1)]",COMPLETED,NOT_PROVED,NO,"{
  ""x"": 2,
  ""y"": 0
}",Checker completed: candidate function could not prove termination.
c01assume#loop,"[ReLU(x), ReLU(y - 1)]",COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0,
  ""y"": 0
}",Checker completed: candidate function could not prove termination.
c02#loop,[ ReLU(2147483647 - x) + ReLU(x - y) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
c03#loop,[ReLU(y - x) + ReLU(2147483647 - z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
c07#loop,[ ReLU(100 - i) + ReLU(k - j) + ReLU(k + 2147483648) ],ERROR,CHECKER_ERROR,ERROR,,Checker returned an error (exit code 1).
c08#loop,[ ReLU(i) ],COMPLETED,NOT_PROVED,NO,"{
  ""i"": 0,
  ""j"": 0
}",Checker completed: candidate function could not prove termination.
ex3a#loop,[ReLU(100 - x) + ReLU(x - 1)],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0
}",Checker completed: candidate function could not prove termination.
ex3b#loop,[ReLU(y - x) + ReLU(x - 2) + ReLU(46340 - y)],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0,
  ""y"": 46339
}",Checker completed: candidate function could not prove termination.
javaAG313#loop,[ReLU(x) + ReLU(y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
javaBreak#loop,[ReLU(10 - i) + ReLU(i - 10) + ReLU(c - 10)],COMPLETED,NOT_PROVED,NO,,Checker completed: candidate function could not prove termination.
javaContinue1#loop,[ ReLU(20 - i) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.
javaNested#loop,"[ReLU(10 - i), ReLU(12 - j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.
